id,source,group,group_en,group_ru,group_he,equipment,name_en,name_ru,name_he,movement_type,category,has_image,has_technique
pg_כפיפת_מרפקים_בעמידה_בישיבה_כנגד_משקולות_באחיזה_עלי_86,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing / Seated Dumbbell Reverse Curl,Сгибание рук в упоре стоя / сидя с гантелями обратным хватом,כפיפת מרפקים בעמידה \ בישיבה כנגד משקולות באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_בישיבה_כנגד_משקולות_יד_יד_87,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing / Seated Dumbbell Concentration Curl,Сгибание рук в упоре стоя / сидя с гантелями на бицепс,כפיפת מרפקים בעמידה \ בישיבה כנגד משקולות יד יד,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_בישיבה_כנגד_משקולות_יד_יד_באחי_88,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing / Seated Dumbbell Concentration Hammer Curl,Сгибание рук в упоре стоя / сидя с гантелями на бицепс в молотковом хвате,כפיפת מרפקים בעמידה \ בישיבה כנגד משקולות יד יד באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_בישיבה_כנגד_משקולות_יד_יד_באחי_89,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing / Seated Dumbbell Concentration Reverse Curl,Сгибание рук в упоре стоя / сидя с гантелями на бицепс обратным хватом,כפיפת מרפקים בעמידה \ בישיבה כנגד משקולות יד יד באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_התייה_לפנים_כנגד_משקולות_90,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing Dumbbell Zottman Curl,Сгибание рук в упоре стоя (предплечья внутрь) с гантелями,כפיפת מרפקים בעמידה (התייה לפנים) כנגד משקולות,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_התייה_לפנים_כנגד_משקולות_באחיז_91,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing Dumbbell Zottman Hammer Curl,Сгибание рук в упоре стоя (предплечья внутрь) с гантелями в молотковом хвате,כפיפת מרפקים בעמידה (התייה לפנים) כנגד משקולות באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_התייה_לפנים_כנגד_משקולות_באחיז_92,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,dumbbells,Parallel Bar Dips (Elbows Forward) with Dumbbells in Neutral Grip,Сгибание рук в упоре на брусьях (с разведением локтей вперед) с гантлями в нейтральном хвате,כפיפת מרפקים בעמידה (התייה לפנים) כנגד משקולות באחיזה עלית,compound,,yes,yes
pg_כפיפת_מרפקים_בישיבה_60_מעלות_כנגד_משקולות_93,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Seated 60-Degree Dumbbell Curls,Сгибание рук сидя под углом 60 градусов с гантлями,כפיפת מרפקים בישיבה 60 מעלות כנגד משקולות,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_60_מעלות_כנגד_משקולות_באחיזה_פ_94,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Seated 60-Degree Dumbbell Curls in Hammer Grip,"Сгибание рук сидя под углом 60 градусов с гантлями в ""молотковом"" хвате",כפיפת מרפקים בישיבה 60 מעלות כנגד משקולות באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_60_מעלות_כנגד_משקולות_באחיזה_ע_95,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Seated 60-Degree Dumbbell Curls in Reverse Grip,Сгибание рук сидя под углом 60 градусов с гантлями в обратном хвате,כפיפת מרפקים בישיבה 60 מעלות כנגד משקולות באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_60_מעלות_כנגד_משקולות_יד_יד_96,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,"Seated 60-Degree Dumbbell Curls ""Hand to Hand""","Сгибание рук сидя под углом 60 градусов с гантлями ""рука к руку""",כפיפת מרפקים בישיבה 60 מעלות כנגד משקולות יד יד,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_60_מעלות_כנגד_משקולות_יד_יד_בא_97,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,"Seated 60-Degree Dumbbell Curls ""Hand to Hand"" in Hammer Grip","Сгибание рук сидя под углом 60 градусов с гантлями ""рука к руку"" в ""молотковом"" хвате",כפיפת מרפקים בישיבה 60 מעלות כנגד משקולות יד יד באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_60_מעלות_כנגד_משקולות_יד_יד_בא_98,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,"Seated 60-Degree Dumbbell Curls ""Hand to Hand"" in Reverse Grip","Сгибание рук сидя под углом 60 градусов с гантлями ""рука к руку"" в обратном хвате",כפיפת מרפקים בישיבה 60 מעלות כנגד משקולות יד יד באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_כנגד_משקולות_יד_יד_ביחד_לסירוג_99,pg,triceps,Triceps,Разгибатели локтя,פושטי מרפק,dumbbells,"Parallel Bar Dips with Dumbbells ""Hand to Hand"" Together / Alternately","Сгибание рук в упоре на брусьях с гантлями ""рука к руку"" вместе / поочередно",כפיפת מרפקים בעמידה כנגד משקולות יד-יד ביחד / לסירוגין,compound,,yes,yes
pg_כפיפת_מרפקים_בעמידה_כנגד_משקולות_יד_יד_ביחד_לסירוג_100,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing Dumbbell Hammer Curl / Alternating Hammer Grip,"Сгибание рук на бицепс стоя со штангой хватом молот / попеременно хватом ""молот""",כפיפת מרפקים בעמידה כנגד משקולות יד-יד ביחד / לסירוגין באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בעמידה_כנגד_משקולות_יד_יד_ביחד_לסירוג_101,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Standing Dumbbell Curl Overhand Grip,Сгибание рук на бицепс стоя со штангой хватом сверху,כפיפת מרפקים בעמידה כנגד משקולות יד-יד ביחד / לסירוגין באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בשכיבה_על_הבטן15_60_מעלות_מעלות_כנגד__102,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Incline Dumbbell Curl (15-60 degrees),Сгибание рук на бицепс лежа на наклонной скамье (15-60 градусов) со штангой,כפיפת מרפקים בשכיבה על הבטן(15-60 מעלות מעלות) כנגד משקולות,isolation,,yes,yes
pg_כפיפת_מרפקים_בשכיבה_על_הבטן15_60_מעלות_מעלות_כנגד__103,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Incline Dumbbell Curl (15-60 degrees) with Hammer Grip,"Сгибание рук на бицепс лежа на наклонной скамье (15-60 градусов) со штангой хватом ""молот""",כפיפת מרפקים בשכיבה על הבטן(15-60 מעלות מעלות) כנגד משקולות באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בשכיבה_על_הבטן15_60_מעלות_מעלות_כנגד__104,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,Incline Dumbbell Curl (15-60 degrees) with Overhand Grip,Сгибание рук на бицепс лежа на наклонной скамье (15-60 градусов) со штангой хватом сверху,כפיפת מרפקים בשכיבה על הבטן(15-60 מעלות מעלות) כנגד משקולות באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_בכיסא_כומר_כנגד_משקולות_2_ידים_105,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,"Preacher Curl with Dumbbells, both hands / alternating",Сгибание рук на бицепс сидя на скамье Скотта со штангой двумя руками / каждой рукой по отдельности,כפיפת מרפקים בישיבה בכיסא כומר כנגד משקולות 2 ידים / כל יד בנפרד,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_בכיסא_כומר_כנגד_משקולות_2_ידים_106,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,"Preacher Curl with Dumbbells, both hands / alternating with Hammer Grip","Сгибание рук на бицепс сидя на скамье Скотта со штангой двумя руками / каждой рукой по отдельности хватом ""молот""",כפיפת מרפקים בישיבה בכיסא כומר כנגד משקולות 2 ידים / כל יד בנפרד באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_בכיסא_כומר_כנגד_משקולות_2_ידים_107,pg,elbow_flexors,Elbow Flexors,Сгибатели локтя,כופפי מרפק,dumbbells,"Preacher Curl with Dumbbells, both hands / alternating with Overhand Grip",Сгибание рук на бицепс сидя на скамье Скотта со штангой двумя руками / каждой рукой по отдельности хватом сверху,כפיפת מרפקים בישיבה בכיסא כומר כנגד משקולות 2 ידים / כל יד בנפרד באחיזה עלית,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_בהישענות_עם_המרפק_בחלק_הפנימי__108,pg,legs,Legs,Ноги,רגליים,dumbbells,Seated dumbbell curl with elbow resting on inner thigh,Сгибание рук на бицепс сидя с упором локтем на внутреннюю часть бедра с гантелью,כפיפת מרפקים בישיבה בהישענות עם המרפק בחלק הפנימי של הירך כנגד משקולת,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_בהישענות_עם_המרפק_בחלק_הפנימי__109,pg,legs,Legs,Ноги,רגליים,dumbbells,Seated dumbbell hammer curl with elbow resting on inner thigh,"Сгибание рук на бицепс сидя с упором локтем на внутреннюю часть бедра с гантелью в хвате ""молот""",כפיפת מרפקים בישיבה בהישענות עם המרפק בחלק הפנימי של הירך כנגד משקולת באחיזה פטישים,isolation,,yes,yes
pg_כפיפת_מרפקים_בישיבה_בהישענות_עם_המרפק_בחלק_הפנימי__110,pg,legs,Legs,Ноги,רגליים,dumbbells,Seated dumbbell reverse curl with elbow resting on inner thigh,Сгибание рук на бицепс сидя с упором локтем на внутреннюю часть бедра с гантелью в обратном хвате,כפיפת מרפקים בישיבה בהישענות עם המרפק בחלק הפנימי של הירך כנגד משקולת באחיזה עלית,isolation,,yes,yes
